,Unnamed: 0,Date,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day
6927,6927,15/09/2018,1077,15,25.2,71,0.2,2000,Autumn,No Holiday,Yes
2196,2196,02/03/2018,388,12,1.8,26,2.2,1556,Spring,No Holiday,Yes
6594,6594,01/09/2018,1892,18,28.8,46,1.3,2000,Autumn,No Holiday,Yes
369,369,16/12/2017,195,9,-7.2,47,2.8,1724,Winter,No Holiday,Yes
6156,6156,14/08/2018,699,12,33.9,49,1.5,1841,Summer,No Holiday,Yes
4214,4214,25/05/2018,1161,14,26.0,23,2.3,1923,Spring,No Holiday,Yes
377,377,16/12/2017,277,17,-4.6,26,2.6,2000,Winter,No Holiday,Yes
6538,6538,30/08/2018,589,10,26.1,81,1.5,860,Summer,No Holiday,Yes
2216,2216,03/03/2018,306,8,0.4,38,1.8,1564,Spring,No Holiday,Yes
7501,7501,09/10/2018,0,13,19.2,39,1.0,2000,Autumn,Holiday,No
1613,1613,06/02/2018,40,5,-12.3,37,2.9,2000,Winter,No Holiday,Yes
1827,1827,15/02/2018,74,3,-1.4,34,2.1,2000,Winter,Holiday,Yes
3632,3632,01/05/2018,1067,8,18.8,76,0.6,301,Spring,Holiday,Yes
962,962,10/01/2018,63,2,-5.7,72,1.2,1925,Winter,No Holiday,Yes
2993,2993,04/04/2018,1745,17,17.2,46,2.2,2000,Spring,No Holiday,Yes
8467,8467,18/11/2018,759,19,7.9,45,1.0,1602,Autumn,No Holiday,Yes
7074,7074,21/09/2018,2235,18,20.9,77,0.6,2000,Autumn,No Holiday,Yes
6304,6304,20/08/2018,1253,16,32.3,45,2.8,1928,Summer,No Holiday,Yes
359,359,15/12/2017,247,23,-1.3,60,2.5,792,Winter,No Holiday,Yes
3839,3839,09/05/2018,1073,23,15.2,62,1.4,2000,Spring,No Holiday,Yes
6227,6227,17/08/2018,844,11,28.8,33,2.2,1951,Summer,No Holiday,Yes
1246,1246,21/01/2018,207,22,-0.3,32,0.7,2000,Winter,No Holiday,Yes
6485,6485,28/08/2018,218,5,22.5,96,0.3,1605,Summer,No Holiday,Yes
5087,5087,30/06/2018,919,23,22.9,92,0.6,989,Summer,No Holiday,Yes
3694,3694,03/05/2018,1202,22,11.2,60,2.3,1684,Spring,No Holiday,Yes
7826,7826,23/10/2018,356,2,10.6,68,0.9,603,Autumn,No Holiday,Yes
6811,6811,10/09/2018,2518,19,24.4,47,2.0,2000,Autumn,No Holiday,Yes
2567,2567,17/03/2018,422,23,6.4,59,1.1,961,Spring,No Holiday,Yes
3423,3423,22/04/2018,234,15,19.6,44,2.4,1885,Spring,No Holiday,Yes
2037,2037,23/02/2018,321,21,6.0,79,2.7,306,Winter,No Holiday,Yes
772,772,02/01/2018,31,4,-2.7,67,0.5,1302,Winter,No Holiday,Yes
5380,5380,13/07/2018,241,4,24.8,86,2.1,1103,Summer,No Holiday,Yes
8371,8371,14/11/2018,1464,19,11.5,52,2.4,1319,Autumn,No Holiday,Yes
3562,3562,28/04/2018,808,10,17.4,46,1.8,734,Spring,No Holiday,Yes
562,562,24/12/2017,4,10,4.8,96,0.6,87,Winter,Holiday,Yes
2546,2546,17/03/2018,268,2,2.3,56,0.6,2000,Spring,No Holiday,Yes
5510,5510,18/07/2018,762,14,32.7,49,1.5,765,Summer,No Holiday,Yes
5330,5330,11/07/2018,236,2,24.5,96,0.5,476,Summer,No Holiday,Yes
6161,6161,14/08/2018,1306,17,34.7,51,3.0,2000,Summer,No Holiday,Yes
4531,4531,07/06/2018,2649,19,24.0,60,2.8,1379,Summer,No Holiday,Yes
1674,1674,08/02/2018,564,18,-0.5,26,1.7,1999,Winter,No Holiday,Yes
365,365,16/12/2017,45,5,-5.6,72,2.0,662,Winter,No Holiday,Yes
6108,6108,12/08/2018,670,12,33.8,44,2.0,1899,Summer,No Holiday,Yes
6017,6017,08/08/2018,1266,17,35.0,37,2.6,2000,Summer,No Holiday,Yes
4327,4327,30/05/2018,1150,7,18.9,85,0.6,289,Spring,No Holiday,Yes
147,147,07/12/2017,102,3,1.9,91,1.4,218,Winter,No Holiday,Yes
8150,8150,05/11/2018,993,14,17.5,38,1.2,1090,Autumn,No Holiday,Yes
3088,3088,08/04/2018,137,16,6.1,65,1.5,1465,Spring,No Holiday,Yes
7315,7315,01/10/2018,2122,19,16.2,62,2.2,2000,Autumn,No Holiday,Yes
407,407,17/12/2017,138,23,-6.9,53,0.7,2000,Winter,No Holiday,Yes
8386,8386,15/11/2018,782,10,8.6,57,0.6,1102,Autumn,No Holiday,Yes
3456,3456,24/04/2018,213,0,9.8,86,1.3,2000,Spring,No Holiday,Yes
4182,4182,24/05/2018,530,6,11.4,67,1.0,1600,Spring,No Holiday,Yes
3576,3576,29/04/2018,790,0,11.7,53,1.4,1620,Spring,No Holiday,Yes
3271,3271,16/04/2018,1049,7,5.0,67,1.0,1774,Spring,No Holiday,Yes
4940,4940,24/06/2018,2387,20,26.1,49,1.9,1960,Summer,No Holiday,Yes
1031,1031,12/01/2018,144,23,-6.7,36,1.3,1821,Winter,No Holiday,Yes
6507,6507,29/08/2018,171,3,24.5,87,4.3,1985,Summer,No Holiday,Yes
8590,8590,23/11/2018,729,22,2.0,30,1.3,1995,Autumn,No Holiday,Yes
855,855,05/01/2018,333,15,1.5,34,2.8,1776,Winter,No Holiday,Yes
3926,3926,13/05/2018,2055,14,19.7,64,2.9,929,Spring,No Holiday,Yes
78,78,04/12/2017,200,6,1.2,76,3.7,371,Winter,No Holiday,Yes
2247,2247,04/03/2018,468,15,11.7,81,1.2,616,Spring,No Holiday,Yes
8098,8098,03/11/2018,0,10,11.0,49,0.7,957,Autumn,No Holiday,No
8715,8715,29/11/2018,195,3,1.9,33,0.9,1994,Autumn,No Holiday,Yes
8374,8374,14/11/2018,1074,22,8.8,58,0.5,1358,Autumn,No Holiday,Yes
7176,7176,26/09/2018,880,0,17.0,51,1.5,2000,Autumn,No Holiday,Yes
6398,6398,24/08/2018,152,14,24.4,93,2.9,250,Summer,No Holiday,Yes
788,788,02/01/2018,364,20,-1.9,26,2.2,2000,Winter,No Holiday,Yes
2279,2279,05/03/2018,274,23,1.9,60,1.3,2000,Spring,No Holiday,Yes
4095,4095,20/05/2018,1999,15,21.0,28,1.7,2000,Spring,No Holiday,Yes
3897,3897,12/05/2018,16,9,11.8,95,1.0,168,Spring,No Holiday,Yes
6057,6057,10/08/2018,892,9,29.0,64,0.8,1987,Summer,No Holiday,Yes
7704,7704,18/10/2018,694,0,9.2,64,0.7,2000,Autumn,No Holiday,Yes
3631,3631,01/05/2018,614,7,18.0,82,0.7,264,Spring,Holiday,Yes
6954,6954,16/09/2018,520,18,21.5,89,3.0,350,Autumn,No Holiday,Yes
424,424,18/12/2017,181,16,1.8,76,0.8,410,Winter,No Holiday,Yes
392,392,17/12/2017,94,8,-10.7,43,0.9,2000,Winter,No Holiday,Yes
6934,6934,15/09/2018,1566,22,23.1,79,0.6,1891,Autumn,No Holiday,Yes
16,16,01/12/2017,484,16,1.2,54,4.2,793,Winter,No Holiday,Yes
4200,4200,25/05/2018,831,0,17.6,57,1.8,943,Spring,No Holiday,Yes
2672,2672,22/03/2018,1174,8,1.1,79,1.7,1480,Spring,No Holiday,Yes
2444,2444,12/03/2018,801,20,9.4,50,2.1,391,Spring,No Holiday,Yes
8552,8552,22/11/2018,1671,8,-1.2,33,0.5,2000,Autumn,No Holiday,Yes
3493,3493,25/04/2018,1141,13,20.8,23,1.7,1467,Spring,No Holiday,Yes
1459,1459,30/01/2018,59,19,-1.7,91,1.1,167,Winter,No Holiday,Yes
6708,6708,06/09/2018,1041,12,26.9,60,2.3,1592,Autumn,No Holiday,Yes
6774,6774,09/09/2018,255,6,15.8,69,0.9,2000,Autumn,No Holiday,Yes
7832,7832,23/10/2018,1423,8,11.0,78,0.8,412,Autumn,No Holiday,Yes
6173,6173,15/08/2018,227,5,28.6,73,0.8,1808,Summer,Holiday,Yes
3835,3835,09/05/2018,2405,19,18.8,47,2.8,1988,Spring,No Holiday,Yes
8101,8101,03/11/2018,0,13,17.8,29,2.0,1328,Autumn,No Holiday,No
5683,5683,25/07/2018,2039,19,31.7,60,2.3,1492,Summer,No Holiday,Yes
7179,7179,26/09/2018,355,3,16.5,57,1.6,2000,Autumn,No Holiday,Yes
5827,5827,31/07/2018,1865,19,34.9,47,2.4,2000,Summer,No Holiday,Yes
8535,8535,21/11/2018,550,15,5.7,53,2.0,2000,Autumn,No Holiday,Yes
4724,4724,15/06/2018,2441,20,22.6,51,1.3,2000,Summer,No Holiday,Yes
7199,7199,26/09/2018,934,23,17.4,46,2.1,2000,Autumn,No Holiday,Yes
5887,5887,03/08/2018,937,7,30.8,58,1.6,1777,Summer,No Holiday,Yes
2355,2355,09/03/2018,105,3,2.7,75,0.7,417,Spring,No Holiday,Yes
6036,6036,09/08/2018,484,12,31.1,63,3.0,1795,Summer,No Holiday,Yes
4798,4798,18/06/2018,1373,22,22.9,56,1.3,1927,Summer,No Holiday,Yes
2442,2442,12/03/2018,1425,18,12.2,43,2.8,463,Spring,No Holiday,Yes
8435,8435,17/11/2018,830,11,7.8,38,0.8,1369,Autumn,No Holiday,Yes
4592,4592,10/06/2018,619,8,19.0,65,2.0,2000,Summer,No Holiday,Yes
7216,7216,27/09/2018,1636,16,23.6,31,1.1,2000,Autumn,No Holiday,Yes
464,464,20/12/2017,466,8,-7.8,65,1.1,1738,Winter,No Holiday,Yes
163,163,07/12/2017,507,19,-0.4,47,2.5,1269,Winter,No Holiday,Yes
8020,8020,31/10/2018,146,4,5.0,71,1.4,1994,Autumn,No Holiday,Yes
8253,8253,09/11/2018,0,21,11.4,74,1.9,498,Autumn,No Holiday,No
8561,8561,22/11/2018,1101,17,4.9,41,3.3,1985,Autumn,No Holiday,Yes
241,241,11/12/2017,111,1,-3.4,36,3.8,2000,Winter,No Holiday,Yes
2009,2009,22/02/2018,465,17,4.6,52,3.9,1059,Winter,No Holiday,Yes
3084,3084,08/04/2018,709,12,6.9,30,1.8,1994,Spring,No Holiday,Yes
900,900,07/01/2018,278,12,1.1,34,0.9,1455,Winter,No Holiday,Yes
5542,5542,19/07/2018,1870,22,28.0,76,1.5,1542,Summer,No Holiday,Yes
8716,8716,29/11/2018,107,4,2.1,33,0.5,1981,Autumn,No Holiday,Yes
7259,7259,29/09/2018,1284,11,22.3,50,1.3,2000,Autumn,No Holiday,Yes
4837,4837,20/06/2018,1184,13,26.2,51,3.2,1078,Summer,No Holiday,Yes
2293,2293,06/03/2018,528,13,9.3,27,2.2,1816,Spring,No Holiday,Yes
6689,6689,05/09/2018,2068,17,27.7,40,5.0,2000,Autumn,No Holiday,Yes
4481,4481,05/06/2018,2115,17,28.1,37,3.6,1346,Summer,No Holiday,Yes
5302,5302,09/07/2018,71,22,20.4,96,1.1,1641,Summer,No Holiday,Yes
4605,4605,10/06/2018,2026,21,22.1,55,1.5,2000,Summer,No Holiday,Yes
3716,3716,04/05/2018,1389,20,14.1,46,3.4,1940,Spring,No Holiday,Yes
7696,7696,17/10/2018,1409,16,18.0,26,2.1,2000,Autumn,No Holiday,Yes
1764,1764,12/02/2018,202,12,-4.6,32,4.2,1874,Winter,No Holiday,Yes
1549,1549,03/02/2018,229,13,-5.8,38,3.7,1961,Winter,No Holiday,Yes
3029,3029,06/04/2018,54,5,6.3,97,1.7,787,Spring,No Holiday,Yes
7014,7014,19/09/2018,0,6,19.0,76,0.3,1488,Autumn,No Holiday,No
2044,2044,24/02/2018,63,4,2.7,82,2.8,222,Winter,No Holiday,Yes
767,767,01/01/2018,154,23,-1.6,51,0.7,1882,Winter,Holiday,Yes
5693,5693,26/07/2018,306,5,27.4,78,0.8,1301,Summer,No Holiday,Yes
1508,1508,01/02/2018,263,20,-2.4,36,1.0,2000,Winter,No Holiday,Yes
3302,3302,17/04/2018,1037,14,19.8,23,2.6,1472,Spring,No Holiday,Yes
4517,4517,07/06/2018,288,5,17.8,91,2.2,393,Summer,No Holiday,Yes
4219,4219,25/05/2018,2227,19,22.0,40,1.6,1658,Spring,No Holiday,Yes
7708,7708,18/10/2018,165,4,8.1,78,0.6,2000,Autumn,No Holiday,Yes
6086,6086,11/08/2018,733,14,34.5,43,2.6,2000,Summer,No Holiday,Yes
3292,3292,17/04/2018,110,4,7.6,52,0.4,1935,Spring,No Holiday,Yes
819,819,04/01/2018,57,3,-7.4,54,1.7,1968,Winter,No Holiday,Yes
1403,1403,28/01/2018,145,11,-4.6,27,2.6,1887,Winter,No Holiday,Yes
1382,1382,27/01/2018,193,14,-4.1,25,2.0,1730,Winter,No Holiday,Yes
2148,2148,28/02/2018,305,12,7.6,48,2.6,600,Winter,No Holiday,Yes
5671,5671,25/07/2018,1171,7,28.3,72,2.0,1200,Summer,No Holiday,Yes
1638,1638,07/02/2018,92,6,-13.2,50,0.5,1873,Winter,No Holiday,Yes
5891,5891,03/08/2018,575,11,35.7,42,1.6,1727,Summer,No Holiday,Yes
608,608,26/12/2017,578,8,-2.7,68,2.2,1919,Winter,No Holiday,Yes
399,399,17/12/2017,278,15,-2.5,28,2.0,2000,Winter,No Holiday,Yes
882,882,06/01/2018,271,18,-0.6,37,1.6,1797,Winter,No Holiday,Yes
3565,3565,28/04/2018,1404,13,21.2,31,2.8,1295,Spring,No Holiday,Yes
4285,4285,28/05/2018,1124,13,27.7,39,1.9,1882,Spring,No Holiday,Yes
1179,1179,19/01/2018,93,3,-0.6,43,1.7,1316,Winter,No Holiday,Yes
5448,5448,16/07/2018,732,0,26.5,81,0.9,1650,Summer,No Holiday,Yes
4244,4244,26/05/2018,1909,20,22.3,50,2.7,1512,Spring,No Holiday,Yes
5218,5218,06/07/2018,998,10,23.7,59,1.7,2000,Summer,No Holiday,Yes
6346,6346,22/08/2018,700,10,30.2,52,1.4,1923,Summer,No Holiday,Yes
2130,2130,27/02/2018,897,18,6.6,62,0.8,522,Winter,No Holiday,Yes
5078,5078,30/06/2018,1235,14,27.5,69,0.5,736,Summer,No Holiday,Yes
456,456,20/12/2017,142,0,-6.5,63,1.5,1666,Winter,No Holiday,Yes
7058,7058,21/09/2018,122,2,19.1,78,1.3,2000,Autumn,No Holiday,Yes
8417,8417,16/11/2018,1346,17,11.0,70,2.9,617,Autumn,No Holiday,Yes
1950,1950,20/02/2018,164,6,-2.1,82,1.8,381,Winter,No Holiday,Yes
5372,5372,12/07/2018,2214,20,26.9,80,1.5,1806,Summer,No Holiday,Yes
689,689,29/12/2017,534,17,4.5,59,1.6,384,Winter,No Holiday,Yes
7328,7328,02/10/2018,0,8,11.2,69,0.9,1714,Autumn,No Holiday,No
8600,8600,24/11/2018,33,8,0.4,96,3.1,33,Autumn,No Holiday,Yes
1953,1953,20/02/2018,384,9,-1.4,56,1.4,709,Winter,No Holiday,Yes
5636,5636,23/07/2018,2051,20,31.5,61,1.8,2000,Summer,No Holiday,Yes
2710,2710,23/03/2018,638,22,5.3,63,1.8,591,Spring,No Holiday,Yes
6859,6859,12/09/2018,2443,19,25.4,50,0.6,2000,Autumn,No Holiday,Yes
6896,6896,14/09/2018,2253,8,21.4,70,1.5,1986,Autumn,No Holiday,Yes
4349,4349,31/05/2018,265,5,14.4,82,1.2,708,Spring,No Holiday,Yes
8044,8044,01/11/2018,147,4,3.6,70,0.8,1934,Autumn,No Holiday,Yes
1884,1884,17/02/2018,183,12,-1.3,17,1.5,1998,Winter,Holiday,Yes
8036,8036,31/10/2018,1176,20,7.6,59,0.7,2000,Autumn,No Holiday,Yes
4485,4485,05/06/2018,2404,21,23.3,51,1.7,1654,Summer,No Holiday,Yes
2494,2494,14/03/2018,983,22,16.2,71,2.0,1780,Spring,No Holiday,Yes
6629,6629,03/09/2018,264,5,23.9,70,1.5,2000,Autumn,No Holiday,Yes
3036,3036,06/04/2018,756,12,6.7,71,4.6,543,Spring,No Holiday,Yes
5777,5777,29/07/2018,895,17,36.3,36,1.5,2000,Summer,No Holiday,Yes
3603,3603,30/04/2018,157,3,14.3,61,1.0,475,Spring,No Holiday,Yes
845,845,05/01/2018,75,5,-5.1,55,1.5,1452,Winter,No Holiday,Yes
542,542,23/12/2017,405,14,8.6,63,1.6,263,Winter,No Holiday,Yes
3724,3724,05/05/2018,252,4,12.1,51,1.6,1939,Spring,No Holiday,Yes
4187,4187,24/05/2018,922,11,21.5,30,2.9,1779,Spring,No Holiday,Yes
3679,3679,03/05/2018,1160,7,8.4,83,1.4,1400,Spring,No Holiday,Yes
7403,7403,05/10/2018,29,11,16.1,89,2.4,1112,Autumn,No Holiday,Yes
6075,6075,11/08/2018,441,3,27.9,69,0.8,2000,Summer,No Holiday,Yes
6290,6290,20/08/2018,352,2,26.3,65,0.3,2000,Summer,No Holiday,Yes
7584,7584,13/10/2018,835,0,9.1,69,0.9,1885,Autumn,No Holiday,Yes
7585,7585,13/10/2018,739,1,8.5,70,0.2,1856,Autumn,No Holiday,Yes
2964,2964,03/04/2018,913,12,19.6,63,2.9,1034,Spring,No Holiday,Yes
2529,2529,16/03/2018,683,9,5.2,51,1.7,2000,Spring,No Holiday,Yes
5772,5772,29/07/2018,644,12,33.8,47,1.7,1962,Summer,No Holiday,Yes
1048,1048,13/01/2018,249,16,-1.2,63,0.9,876,Winter,No Holiday,Yes
1960,1960,20/02/2018,393,16,5.1,17,3.4,2000,Winter,No Holiday,Yes
2530,2530,16/03/2018,507,10,6.7,46,2.2,1936,Spring,No Holiday,Yes
6838,6838,11/09/2018,1868,22,21.6,52,1.9,2000,Autumn,No Holiday,Yes
237,237,10/12/2017,167,21,0.0,59,3.0,1862,Winter,No Holiday,Yes
4917,4917,23/06/2018,2175,21,23.8,68,2.2,694,Summer,No Holiday,Yes
1133,1133,17/01/2018,72,5,2.9,66,0.8,325,Winter,No Holiday,Yes
5901,5901,03/08/2018,1511,21,31.2,63,1.7,1537,Summer,No Holiday,Yes
7669,7669,16/10/2018,1108,13,19.4,31,2.0,1862,Autumn,No Holiday,Yes
4259,4259,27/05/2018,1004,11,22.3,33,1.8,1853,Spring,No Holiday,Yes
7521,7521,10/10/2018,1097,9,12.0,72,3.3,1650,Autumn,No Holiday,Yes
6867,6867,13/09/2018,304,3,20.9,68,1.7,2000,Autumn,No Holiday,Yes
6978,6978,17/09/2018,3277,18,25.3,56,2.8,1992,Autumn,No Holiday,Yes
5656,5656,24/07/2018,834,16,34.9,51,2.0,1221,Summer,No Holiday,Yes
7155,7155,25/09/2018,222,3,12.7,67,0.5,2000,Autumn,Holiday,Yes
7451,7451,07/10/2018,1188,11,19.1,56,2.4,1802,Autumn,No Holiday,Yes
5907,5907,04/08/2018,435,3,29.7,57,1.5,1964,Summer,No Holiday,Yes
2978,2978,04/04/2018,15,2,14.5,97,2.2,179,Spring,No Holiday,Yes
7340,7340,02/10/2018,0,20,16.8,62,2.0,2000,Autumn,No Holiday,No
8007,8007,30/10/2018,965,15,10.9,33,2.6,1963,Autumn,No Holiday,Yes
7133,7133,24/09/2018,105,5,14.4,66,0.3,2000,Autumn,Holiday,Yes
6279,6279,19/08/2018,1181,15,33.8,31,1.6,2000,Summer,No Holiday,Yes
7279,7279,30/09/2018,0,7,15.1,81,0.8,1939,Autumn,No Holiday,No
3919,3919,13/05/2018,220,7,13.7,98,1.6,468,Spring,No Holiday,Yes
3138,3138,10/04/2018,1805,18,19.7,52,7.2,2000,Spring,No Holiday,Yes
8239,8239,09/11/2018,0,7,10.4,81,3.0,1741,Autumn,No Holiday,No
5789,5789,30/07/2018,273,5,26.4,62,0.6,2000,Summer,No Holiday,Yes
4073,4073,19/05/2018,2355,17,24.5,35,1.8,1927,Spring,No Holiday,Yes
7963,7963,28/10/2018,645,19,8.4,85,1.2,2000,Autumn,No Holiday,Yes
3229,3229,14/04/2018,70,13,8.8,93,1.7,597,Spring,No Holiday,Yes
1826,1826,15/02/2018,112,2,-1.2,35,2.2,2000,Winter,Holiday,Yes
5548,5548,20/07/2018,267,4,25.1,83,0.0,1253,Summer,No Holiday,Yes
593,593,25/12/2017,260,17,-0.7,29,2.0,2000,Winter,Holiday,Yes
2725,2725,24/03/2018,880,13,12.4,50,2.5,379,Spring,No Holiday,Yes
4137,4137,22/05/2018,912,9,19.3,62,0.8,1894,Spring,Holiday,Yes
560,560,24/12/2017,4,8,4.6,91,1.7,95,Winter,Holiday,Yes
8160,8160,06/11/2018,0,0,10.0,73,0.5,700,Autumn,No Holiday,No
8688,8688,28/11/2018,450,0,5.1,36,2.2,774,Autumn,No Holiday,Yes
243,243,11/12/2017,45,3,-4.7,38,2.4,2000,Winter,No Holiday,Yes
5435,5435,15/07/2018,712,11,28.7,64,1.3,1332,Summer,No Holiday,Yes
4437,4437,03/06/2018,2173,21,24.2,32,2.1,2000,Summer,No Holiday,Yes
6450,6450,26/08/2018,1479,18,23.4,67,0.6,2000,Summer,No Holiday,Yes
405,405,17/12/2017,168,21,-6.5,45,0.7,2000,Winter,No Holiday,Yes
1442,1442,30/01/2018,84,2,-10.6,40,1.0,2000,Winter,No Holiday,Yes
261,261,11/12/2017,266,21,-9.7,51,2.5,2000,Winter,No Holiday,Yes
8035,8035,31/10/2018,1507,19,8.4,53,1.0,2000,Autumn,No Holiday,Yes
8343,8343,13/11/2018,980,15,15.3,37,1.8,1774,Autumn,No Holiday,Yes
1689,1689,09/02/2018,308,9,-2.4,36,1.2,1276,Winter,No Holiday,Yes
1725,1725,10/02/2018,124,21,-5.6,28,4.1,2000,Winter,No Holiday,Yes
7565,7565,12/10/2018,183,5,6.0,72,1.3,2000,Autumn,No Holiday,Yes
4930,4930,24/06/2018,763,10,25.0,60,1.5,570,Summer,No Holiday,Yes
5962,5962,06/08/2018,533,10,29.8,76,1.4,850,Summer,No Holiday,Yes
2496,2496,15/03/2018,466,0,16.0,69,2.4,1863,Spring,No Holiday,Yes
6106,6106,12/08/2018,483,10,31.6,51,2.3,1969,Summer,No Holiday,Yes
8040,8040,01/11/2018,584,0,5.7,62,2.3,1909,Autumn,No Holiday,Yes
340,340,15/12/2017,69,4,-7.1,59,0.8,1058,Winter,No Holiday,Yes
6487,6487,28/08/2018,1182,7,22.6,88,0.8,2000,Summer,No Holiday,Yes
1601,1601,05/02/2018,225,17,-6.4,28,4.5,2000,Winter,No Holiday,Yes
5782,5782,29/07/2018,1406,22,30.4,45,1.6,2000,Summer,No Holiday,Yes
4576,4576,09/06/2018,2297,16,28.7,40,2.5,1474,Summer,No Holiday,Yes
3725,3725,05/05/2018,190,5,12.2,52,2.3,1961,Spring,No Holiday,Yes
2556,2556,17/03/2018,933,12,10.0,38,1.5,1677,Spring,No Holiday,Yes
2785,2785,27/03/2018,278,1,8.7,70,0.9,398,Spring,No Holiday,Yes
1523,1523,02/02/2018,234,11,-1.4,37,1.0,1317,Winter,No Holiday,Yes
7615,7615,14/10/2018,304,7,6.9,81,0.8,665,Autumn,No Holiday,Yes
2831,2831,28/03/2018,614,23,13.5,74,1.2,603,Spring,No Holiday,Yes
1012,1012,12/01/2018,30,4,-14.3,45,2.0,2000,Winter,No Holiday,Yes
6550,6550,30/08/2018,1582,22,24.6,71,1.5,1319,Summer,No Holiday,Yes
7499,7499,09/10/2018,0,11,16.4,45,0.7,2000,Autumn,Holiday,No
1766,1766,12/02/2018,182,14,-2.4,30,3.4,1824,Winter,No Holiday,Yes
4551,4551,08/06/2018,1416,15,26.2,51,3.3,1104,Summer,No Holiday,Yes
4037,4037,18/05/2018,29,5,17.8,98,1.0,457,Spring,No Holiday,Yes
6360,6360,23/08/2018,908,0,30.7,52,1.3,2000,Summer,No Holiday,Yes
7329,7329,02/10/2018,0,9,13.9,66,1.6,1427,Autumn,No Holiday,No
7522,7522,10/10/2018,792,10,12.0,61,4.1,1981,Autumn,No Holiday,Yes
8447,8447,17/11/2018,576,23,4.1,46,1.8,2000,Autumn,No Holiday,Yes
363,363,16/12/2017,129,3,-4.5,71,1.6,651,Winter,No Holiday,Yes
5367,5367,12/07/2018,1163,15,28.0,76,2.3,1437,Summer,No Holiday,Yes
8711,8711,28/11/2018,555,23,2.9,31,1.7,1869,Autumn,No Holiday,Yes
6584,6584,01/09/2018,812,8,22.3,64,1.7,2000,Autumn,No Holiday,Yes
8269,8269,10/11/2018,1094,13,15.9,48,2.7,538,Autumn,No Holiday,Yes
4725,4725,15/06/2018,2337,21,21.4,54,1.5,2000,Summer,No Holiday,Yes
4443,4443,04/06/2018,244,3,19.6,51,1.0,1923,Summer,No Holiday,Yes
7417,7417,06/10/2018,0,1,16.7,89,2.4,1814,Autumn,No Holiday,No
8387,8387,15/11/2018,770,11,11.1,47,1.2,1047,Autumn,No Holiday,Yes
2562,2562,17/03/2018,934,18,10.6,42,2.8,1307,Spring,No Holiday,Yes
6503,6503,28/08/2018,59,23,22.8,97,1.0,600,Summer,No Holiday,Yes
8403,8403,16/11/2018,262,3,7.4,63,0.6,699,Autumn,No Holiday,Yes
5519,5519,18/07/2018,1354,23,26.4,76,0.6,959,Summer,No Holiday,Yes
8412,8412,16/11/2018,886,12,13.4,48,2.3,962,Autumn,No Holiday,Yes
3083,3083,08/04/2018,586,11,6.4,29,2.7,2000,Spring,No Holiday,Yes
2959,2959,03/04/2018,1033,7,16.8,73,1.0,1366,Spring,No Holiday,Yes
2102,2102,26/02/2018,455,14,9.9,25,1.5,1401,Winter,No Holiday,Yes
632,632,27/12/2017,502,8,-10.2,35,1.8,2000,Winter,No Holiday,Yes
2493,2493,14/03/2018,1181,21,16.8,67,2.0,1775,Spring,No Holiday,Yes
2665,2665,22/03/2018,247,1,1.6,85,2.0,952,Spring,No Holiday,Yes
6771,6771,09/09/2018,395,3,17.4,57,0.6,2000,Autumn,No Holiday,Yes
4406,4406,02/06/2018,1396,14,29.8,23,3.6,1945,Summer,No Holiday,Yes
6826,6826,11/09/2018,922,10,21.9,43,1.1,2000,Autumn,No Holiday,Yes
6604,6604,02/09/2018,255,4,21.1,62,1.8,2000,Autumn,No Holiday,Yes
2334,2334,08/03/2018,32,6,3.1,89,0.2,903,Spring,No Holiday,Yes
7117,7117,23/09/2018,1031,13,22.7,44,1.4,1913,Autumn,Holiday,Yes
3619,3619,30/04/2018,2064,19,21.2,65,2.9,559,Spring,No Holiday,Yes
5561,5561,20/07/2018,1468,17,34.3,44,2.1,1704,Summer,No Holiday,Yes
3883,3883,11/05/2018,1999,19,17.1,51,2.5,1223,Spring,No Holiday,Yes
6315,6315,21/08/2018,173,3,26.8,62,4.5,1742,Summer,No Holiday,Yes
4211,4211,25/05/2018,959,11,23.1,30,2.5,1896,Spring,No Holiday,Yes
8317,8317,12/11/2018,889,13,13.3,36,2.1,1283,Autumn,No Holiday,Yes
1494,1494,01/02/2018,95,6,-8.1,59,0.7,1915,Winter,No Holiday,Yes
2401,2401,11/03/2018,222,1,4.8,80,1.3,583,Spring,No Holiday,Yes
3874,3874,11/05/2018,816,10,16.4,64,2.4,423,Spring,No Holiday,Yes
1232,1232,21/01/2018,115,8,-3.6,53,0.5,1227,Winter,No Holiday,Yes
2661,2661,21/03/2018,231,21,1.2,92,0.7,1474,Spring,No Holiday,Yes
2817,2817,28/03/2018,723,9,12.4,66,1.0,546,Spring,No Holiday,Yes
6354,6354,22/08/2018,2528,18,35.4,40,1.0,2000,Summer,No Holiday,Yes
2774,2774,26/03/2018,575,14,17.4,39,2.9,520,Spring,No Holiday,Yes
8594,8594,24/11/2018,335,2,2.5,29,1.8,2000,Autumn,No Holiday,Yes
7361,7361,03/10/2018,2400,17,23.3,36,1.7,1960,Autumn,Holiday,Yes
4153,4153,23/05/2018,25,1,15.3,97,3.2,178,Spring,No Holiday,Yes
6923,6923,15/09/2018,1212,11,25.2,64,1.2,1938,Autumn,No Holiday,Yes
